Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2021-2022,10,62117,6109235,Fresno,Clovis Unified,Pinedale Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,490,360,73.50%,428,87.30%,485,356,73.40%,423,87.20%,Y
2021-2022,10,62117,111153,Fresno,Clovis Unified,Reagan Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,682,135,19.80%,221,32.40%,672,133,19.80%,217,32.30%,Y
2021-2022,10,62117,6109243,Fresno,Clovis Unified,Red Bank Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,768,145,18.90%,247,32.20%,756,143,18.90%,245,32.40%,Y
2021-2022,10,62117,6116321,Fresno,Clovis Unified,Reyburn Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,7,8,1516,570,37.60%,862,56.90%,1516,570,37.60%,862,56.90%,Y
2021-2022,10,62117,6120083,Fresno,Clovis Unified,Riverview Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,655,139,21.20%,208,31.80%,648,139,21.50%,207,31.90%,Y
2021-2022,10,62117,123869,Fresno,Clovis Unified,Roger S. Oraze Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,820,264,32.20%,408,49.80%,805,257,31.90%,400,49.70%,Y
2021-2022,10,62117,6005904,Fresno,Clovis Unified,Sierra Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,484,319,65.90%,432,89.30%,479,316,66.00%,428,89.40%,Y
2021-2022,10,62117,6005912,Fresno,Clovis Unified,Tarpey Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,658,462,70.20%,582,88.40%,649,456,70.30%,574,88.40%,Y
2021-2022,10,62117,6005920,Fresno,Clovis Unified,Temperance-Kutner Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,591,340,57.50%,479,81.00%,583,336,57.60%,474,81.30%,Y
2021-2022,10,62117,6108096,Fresno,Clovis Unified,Valley Oak Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,469,107,22.80%,146,31.10%,461,104,22.60%,143,31.00%,Y
2021-2022,10,62117,133314,Fresno,Clovis Unified,Virginia R. Boris Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,632,231,36.60%,328,51.90%,624,231,37.00%,326,52.20%,Y
2021-2022,10,62117,6005938,Fresno,Clovis Unified,Weldon Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,575,326,56.70%,491,85.40%,563,318,56.50%,480,85.30%,Y
2021-2022,10,62117,108142,Fresno,Clovis Unified,Woods (Harold L.) Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,688,111,16.10%,159,23.10%,680,111,16.30%,158,23.20%,Y
2021-2022,10,62125,1030113,Fresno,Coalinga-Huron Unified,Cambridge High,Unified School District,Continuation High Schools,Continuation School,N/A,N,N/A,N/A,N,9,12,38,27,71.10%,29,76.30%,21,17,81.00%,19,90.50%,Y
2021-2022,10,62125,1030477,Fresno,Coalinga-Huron Unified,Chesnut High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,N,N/A,N/A,N,9,12,18,13,72.20%,13,72.20%,13,10,76.90%,10,76.90%,Y
2021-2022,10,62125,1031376,Fresno,Coalinga-Huron Unified,Coalinga High,Unified School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,1271,872,68.60%,1059,83.30%,1253,860,68.60%,1042,83.20%,Y
2021-2022,10,62125,6057269,Fresno,Coalinga-Huron Unified,Coalinga Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,6,8,664,445,67.00%,555,83.60%,664,445,67.00%,555,83.60%,Y
2021-2022,10,62125,6110209,Fresno,Coalinga-Huron Unified,Henry F. Bishop Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,1,435,336,77.20%,383,88.00%,407,315,77.40%,359,88.20%,Y
2021-2022,10,62125,6005961,Fresno,Coalinga-Huron Unified,Huron Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,735,621,84.50%,651,88.60%,726,615,84.70%,644,88.70%,Y
2021-2022,10,62125,6113849,Fresno,Coalinga-Huron Unified,Huron Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,6,8,408,387,94.90%,402,98.50%,408,387,94.90%,402,98.50%,Y
2021-2022,10,62125,1030873,Fresno,Coalinga-Huron Unified,Miles W. Culwell Community Day,Unified School District,District Community Day Schools,Community Day School,CEP,N,N/A,N/A,N,7,12,3,2,66.70%,2,66.70%,3,2,66.70%,2,66.70%,Y
2021-2022,10,62125,6110225,Fresno,Coalinga-Huron Unified,Nell Dawson Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,1,3,406,258,63.50%,335,82.50%,406,258,63.50%,335,82.50%,Y
2021-2022,10,62125,6005979,Fresno,Coalinga-Huron Unified,Sunset Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,4,5,456,303,66.40%,379,83.10%,456,303,66.40%,379,83.10%,Y
2021-2022,10,62158,1031954,Fresno,Fowler Unified,Fowler Academy Continuation,Unified School District,Continuation High Schools,Continuation School,CEP,N,N/A,N/A,N,7,12,18,16,88.90%,17,94.40%,18,16,88.90%,17,94.40%,Y
2021-2022,10,62158,120246,Fresno,Fowler Unified,Fowler Academy Independent Study,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,K,12,26,21,80.80%,23,88.50%,26,21,80.80%,23,88.50%,Y
2021-2022,10,62158,1032150,Fresno,Fowler Unified,Fowler High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,828,536,64.70%,660,79.70%,814,525,64.50%,648,79.60%,Y
2021-2022,10,62158,6006027,Fresno,Fowler Unified,Fremont Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,3,5,440,254,57.70%,312,70.90%,440,254,57.70%,312,70.90%,Y
2021-2022,10,62158,6115190,Fresno,Fowler Unified,John Sutter Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,600,419,69.80%,500,83.30%,600,419,69.80%,500,83.30%,Y
2021-2022,10,62158,6006043,Fresno,Fowler Unified,Malaga Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,199,164,82.40%,176,88.40%,199,164,82.40%,176,88.40%,Y
2021-2022,10,62158,6006050,Fresno,Fowler Unified,Marshall Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,2,446,282,63.20%,340,76.20%,426,274,64.30%,329,77.20%,Y
2021-2022,10,62166,6006068,Fresno,Fresno Unified,Addams Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,743,618,83.20%,719,96.80%,729,607,83.30%,707,97.00%,Y
2021-2022,10,62166,6061188,Fresno,Fresno Unified,Ahwahnee Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,7,8,656,481,73.30%,568,86.60%,656,481,73.30%,568,86.60%,Y
2021-2022,10,62166,108118,Fresno,Fresno Unified,Akira Yokomi Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,671,524,78.10%,580,86.40%,663,517,78.00%,573,86.40%,Y
2021-2022,10,62166,6111256,Fresno,Fresno Unified,Ann B. Leavenworth,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,758,548,72.30%,621,81.90%,745,540,72.50%,613,82.30%,Y
2021-2022,10,62166,133942,Fresno,Fresno Unified,Aspen Meadow Public,Unified School District,Elementary Schools (Public),Traditional,N/A,Y,1792,Directly funded,Y,K,8,270,207,76.70%,212,78.50%,267,206,77.20%,210,78.70%,Y
2021-2022,10,62166,140806,Fresno,Fresno Unified,Aspen Ridge Public,Unified School District,High Schools (Public),Traditional,N/A,Y,2115,Directly funded,Y,7,12,136,102,75.00%,106,77.90%,136,102,75.00%,106,77.90%,Y
2021-2022,10,62166,106740,Fresno,Fresno Unified,Aspen Valley Prep Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Y,662,Directly funded,Y,K,8,336,241,71.70%,251,74.70%,328,236,72.00%,245,74.70%,Y
2021-2022,10,62166,6101091,Fresno,Fresno Unified,Ayer Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,676,510,75.40%,590,87.30%,666,503,75.50%,583,87.50%,Y
2021-2022,10,62166,6006076,Fresno,Fresno Unified,Aynesworth Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,558,449,80.50%,527,94.40%,551,442,80.20%,520,94.40%,Y
2021-2022,10,62166,6006084,Fresno,Fresno Unified,Baird Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,5,8,585,196,33.50%,252,43.10%,585,196,33.50%,252,43.10%,Y
2021-2022,10,62166,6006092,Fresno,Fresno Unified,Birney Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,710,592,83.40%,672,94.60%,692,577,83.40%,656,94.80%,Y
2021-2022,10,62166,1030279,Fresno,Fresno Unified,Bullard High,Unified School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,2524,1229,48.70%,1515,60.00%,2479,1201,48.40%,1484,59.90%,Y
2021-2022,10,62166,6006100,Fresno,Fresno Unified,Bullard Talent,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,8,742,295,39.80%,390,52.60%,742,295,39.80%,390,52.60%,Y
2021-2022,10,62166,6006118,Fresno,Fresno Unified,Burroughs Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,689,598,86.80%,671,97.40%,675,584,86.50%,657,97.30%,Y
2021-2022,10,62166,6006126,Fresno,Fresno Unified,Calwa Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,560,475,84.80%,542,96.80%,550,466,84.70%,533,96.90%,Y
2021-2022,10,62166,1030584,Fresno,Fresno Unified,Cambridge Continuation High,Unified School District,Continuation High Schools,Continuation School,CEP,N,N/A,N/A,N,9,12,366,303,82.80%,356,97.30%,327,269,82.30%,317,96.90%,Y
2021-2022,10,62166,1030840,Fresno,Fresno Unified,Carter G. Woodson Public Charter,Unified School District,High Schools (Public),Traditional,N/A,Y,378,Directly funded,Y,7,12,350,316,90.30%,328,93.70%,312,279,89.40%,290,92.90%,Y
2021-2022,10,62166,6006142,Fresno,Fresno Unified,Centennial Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,673,523,77.70%,629,93.50%,665,517,77.70%,621,93.40%,Y
2021-2022,10,62166,6006159,Fresno,Fresno Unified,Columbia Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,516,460,89.10%,499,96.70%,511,455,89.00%,494,96.70%,Y
2021-2022,10,62166,6057285,Fresno,Fresno Unified,Cooper Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,6,8,538,392,72.90%,467,86.80%,538,392,72.90%,467,86.80%,Y
2021-2022,10,62166,6117477,Fresno,Fresno Unified,David L. Greenberg Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,523,427,81.60%,505,96.60%,515,422,81.90%,497,96.50%,Y
2021-2022,10,62166,113811,Fresno,Fresno Unified,Deborah A. Williams Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,586,543,92.70%,579,98.80%,576,535,92.90%,569,98.80%,Y
2021-2022,10,62166,6006183,Fresno,Fresno Unified,Del Mar Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,478,411,86.00%,456,95.40%,470,404,86.00%,449,95.50%,Y
2021-2022,10,62166,108555,Fresno,Fresno Unified,Design Science Middle College High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,N,N/A,N/A,N,9,12,261,125,47.90%,164,62.80%,259,125,48.30%,164,63.30%,Y
2021-2022,10,62166,1031632,Fresno,Fresno Unified,Dewolf Continuation High,Unified School District,Continuation High Schools,Continuation School,CEP,N,N/A,N/A,N,7,12,162,130,80.20%,153,94.40%,137,111,81.00%,129,94.20%,Y
2021-2022,10,62166,0,Fresno,Fresno Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P,Adult,198,90,45.50%,112,56.60%,8,5,62.50%,5,62.50%,Y
2021-2022,10,62166,6006191,Fresno,Fresno Unified,Easterby Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,625,493,78.90%,569,91.00%,613,485,79.10%,559,91.20%,Y
2021-2022,10,62166,6068704,Fresno,Fresno Unified,Eaton Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,441,227,51.50%,307,69.60%,431,221,51.30%,301,69.80%,Y
2021-2022,10,62166,6103840,Fresno,Fresno Unified,Edison Computech,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,7,8,796,439,55.20%,563,70.70%,796,439,55.20%,563,70.70%,Y
2021-2022,10,62166,1031897,Fresno,Fresno Unified,Edison High,Unified School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,2428,1611,66.40%,1985,81.80%,2383,1578,66.20%,1947,81.70%,Y
2021-2022,10,62166,6111249,Fresno,Fresno Unified,Edith B. Storey Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,840,552,65.70%,697,83.00%,816,534,65.40%,678,83.10%,Y
2021-2022,10,62166,6112882,Fresno,Fresno Unified,Elizabeth Terronez Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,6,8,590,421,71.40%,526,89.20%,590,421,71.40%,526,89.20%,Y
2021-2022,10,62166,140038,Fresno,Fresno Unified,Endeavor Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Y,2099,Directly funded,Y,K,12,313,88,28.10%,98,31.30%,307,87,28.30%,97,31.60%,Y
2021-2022,10,62166,6006217,Fresno,Fresno Unified,Ericson Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,683,571,83.60%,653,95.60%,678,566,83.50%,648,95.60%,Y
2021-2022,10,62166,1030295,Fresno,Fresno Unified,Erma Duncan Polytechnical High,Unified School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,1191,890,74.70%,1071,89.90%,1175,880,74.90%,1059,90.10%,Y
2021-2022,10,62166,6006225,Fresno,Fresno Unified,Ewing Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,790,538,68.10%,679,85.90%,779,533,68.40%,672,86.30%,Y
2021-2022,10,62166,6109961,Fresno,Fresno Unified,Ezekiel Balderas Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,593,491,82.80%,541,91.20%,579,479,82.70%,529,91.40%,Y
2021-2022,10,62166,6006233,Fresno,Fresno Unified,Figarden Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,541,331,61.20%,407,75.20%,531,327,61.60%,402,75.70%,Y
2021-2022,10,62166,1030717,Fresno,Fresno Unified,Florence E. Rata,Unified School District,Special Education Schools (Public),Special Education School,CEP,N,N/A,N/A,N,9,12,20,10,50.00%,17,85.00%,20,10,50.00%,17,85.00%,Y
2021-2022,10,62166,6101109,Fresno,Fresno Unified,Forkner Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,453,152,33.60%,202,44.60%,447,149,33.30%,199,44.50%,Y
2021-2022,10,62166,6057293,Fresno,Fresno Unified,Fort Miller Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,7,8,673,583,86.60%,644,95.70%,673,583,86.60%,644,95.70%,Y
2021-2022,10,62166,6006258,Fresno,Fresno Unified,Fremont Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,426,361,84.70%,393,92.30%,419,355,84.70%,387,92.40%,Y
2021-2022,10,62166,1032507,Fresno,Fresno Unified,Fresno High,Unified School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,2079,1557,74.90%,1844,88.70%,2042,1527,74.80%,1809,88.60%,Y
2021-2022,10,62166,6112619,Fresno,Fresno Unified,Fulton,Unified School District,Special Education Schools (Public),Special Education School,N/A,N,N/A,N/A,N,7,12,18,14,77.80%,14,77.80%,14,11,78.60%,11,78.60%,Y
2021-2022,10,62166,6006266,Fresno,Fresno Unified,Gibson Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,428,218,50.90%,243,56.80%,425,216,50.80%,241,56.70%,Y
2021-2022,10,62166,140764,Fresno,Fresno Unified,Golden Charter Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Y,2113,Directly funded,Y,K,8,188,174,92.60%,179,95.20%,178,165,92.70%,170,95.50%,Y
2021-2022,10,62166,6120125,Fresno,Fresno Unified,Hamilton Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,8,743,540,72.70%,634,85.30%,737,538,73.00%,631,85.60%,Y
2021-2022,10,62166,6006274,Fresno,Fresno Unified,Heaton Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,502,445,88.60%,478,95.20%,495,441,89.10%,472,95.40%,Y
2021-2022,10,62166,1032911,Fresno,Fresno Unified,Herbert Hoover High,Unified School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,1971,1366,69.30%,1619,82.10%,1921,1329,69.20%,1578,82.10%,Y
2021-2022,10,62166,6006282,Fresno,Fresno Unified,Holland Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,423,325,76.80%,387,91.50%,419,323,77.10%,384,91.60%,Y
2021-2022,10,62166,6006290,Fresno,Fresno Unified,Homan Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,551,453,82.20%,515,93.50%,542,445,82.10%,507,93.50%,Y
2021-2022,10,62166,6116651,Fresno,Fresno Unified,Irwin O. Addicott Elementary,Unified School District,Special Education Schools (Public),Special Education School,CEP,N,N/A,N/A,N,P,8,45,18,40.00%,34,75.60%,45,18,40.00%,34,75.60%,Y
2021-2022,10,62166,1030287,Fresno,Fresno Unified,J. E. Young Academic Center,Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,N,N/A,N/A,N,K,12,4735,3895,82.30%,4338,91.60%,4667,3837,82.20%,4273,91.60%,Y
2021-2022,10,62166,6006308,Fresno,Fresno Unified,Jackson Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,345,277,80.30%,323,93.60%,345,277,80.30%,323,93.60%,Y
2021-2022,10,62166,6006316,Fresno,Fresno Unified,Jefferson Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,448,372,83.00%,430,96.00%,441,365,82.80%,423,95.90%,Y
2021-2022,10,62166,6088546,Fresno,Fresno Unified,King Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,582,510,87.60%,561,96.40%,572,502,87.80%,552,96.50%,Y
2021-2022,10,62166,6057327,Fresno,Fresno Unified,Kings Canyon Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,7,8,852,690,81.00%,816,95.80%,852,690,81.00%,816,95.80%,Y
2021-2022,10,62166,6006324,Fresno,Fresno Unified,Kirk Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,352,301,85.50%,328,93.20%,343,293,85.40%,319,93.00%,Y
2021-2022,10,62166,6006332,Fresno,Fresno Unified,Kratt Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,529,349,66.00%,416,78.60%,522,345,66.10%,411,78.70%,Y
2021-2022,10,62166,6006357,Fresno,Fresno Unified,Lane Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,528,459,86.90%,506,95.80%,522,455,87.20%,502,96.20%,Y
2021-2022,10,62166,6102016,Fresno,Fresno Unified,Lawless Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,580,344,59.30%,462,79.70%,569,338,59.40%,453,79.60%,Y
2021-2022,10,62166,6006365,Fresno,Fresno Unified,Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,506,435,86.00%,491,97.00%,499,428,85.80%,484,97.00%,Y
2021-2022,10,62166,6006373,Fresno,Fresno Unified,Lowell Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,322,272,84.50%,312,96.90%,317,268,84.50%,308,97.20%,Y
2021-2022,10,62166,6006381,Fresno,Fresno Unified,Malloch Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,407,155,38.10%,211,51.80%,398,154,38.70%,209,52.50%,Y
2021-2022,10,62166,6103832,Fresno,Fresno Unified,Manchester Gate,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,2,6,678,363,53.50%,458,67.60%,678,363,53.50%,458,67.60%,Y
2021-2022,10,62166,113829,Fresno,Fresno Unified,Mario G. Olmos Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,611,544,89.00%,601,98.40%,606,539,88.90%,596,98.30%,Y
